"Plot","NORTHING","EASTING","Dist_year","Dist_hist","Yrs_P_Dist","NEAR_FID","NEAR_DIST","dem","tpi200","tpi1000","dc","dac","hli","rugg","crv","d2w","wind","windExp","northness","eastness","Part_incomplete","ST.parent","ST","VT","FG","texture","bedrock","stones","humus_thick","MR","NR","drainage","micro_relief","MottDepth","GleyDepth","CoarseFrags","CarbonTonnesPerHa","CarbonTotalKg","O_dep","AhTOT","AhTOTupl"
81,4976009,439286,2017,"yes",3,79,83.3846508657,158.926559448242,1.11090087890625,-1.35856246948242,37161.27734375,38092.25,0.754176318645477,2.7399468421936,-0.00108600000385195,846,28051.640625,3,-0.465918057092997,-0.884827872568833,"no",2,"2L","TH1","TH",2,0,2,8,3,3.5,3,4,200,200,7,0.1,4.01,0,0,0
82,5000580,529531,NA,"no",0,68,96.3846460802,170.608917236328,-2.59368515014648,-1.42971420288086,39957.03125,27486.453125,0.688952803611755,0.482320964336395,0.000502999988384545,34,28698.712890625,3,-0.862937794489576,0.505310164989253,"no",4,"4","WC11","WC",3,0,9,14,7,2,6,4,0,0,100,0.92,36.9,0,0,0
83,5008025,523963,NA,"no",0,83,794.863510296,220.982833862305,0.01837158203125,13.8223915100098,52980.64453125,36243.046875,0.68050628900528,0.111341327428818,-0.000254000013228506,24,29716.3828125,2.56785035133362,-0.211314202167943,0.977418184792019,"no",14,"14","WC7","WC",0,0,0,74,7,2,7,1,0,0,NA,NA,NA,99,0,0
84,5007513,524571,2007,"yes",13,84,165.722659887,200.466415405273,1.03388595581055,6.64779281616211,51374.9140625,35558.3046875,0.69906759262085,1.21683371067047,-0.000670999987050891,76,29621.115234375,3,-0.793942447391085,0.60799291955635,"no",2,"2L","MW1","MW",2,0,2,6,3,3.5,3,2,200,200,75,5.43,217.39,0,0,0
85,5007563,524729,NA,"no",0,83,165.722659887,187.777450561523,-1.58699417114258,-1.78969573974609,50907.328125,35553.21484375,0.596424877643585,2.88982653617859,-0.000395999988541007,376,29655.59375,3,0.810471433689087,0.585778162083528,"no",8,"8","TH9","TH",2,0,28,12,3,3.5,4,4,200,200,100,10.72,428.94,0,36,36
86,5007169,524869,2007,"yes",13,84,418.133949829,176.585357666016,0.422622680664062,-8.15643692016602,49871.47265625,35138.890625,0.634029746055603,2.46601176261902,-0.00115400005597621,182,31340.732421875,3,0.296021538648133,0.95518126481647,"no",2,"2","SH5","SH",3,0,0.5,16,3,3,3,4,200,200,100,28.9,1155.88,0,0,0
87,5014820,499054,2005,"yes",15,87,135.856541985,183.197723388672,5.11114120483398,8.14520263671875,49110.625,54839.03515625,0.696251571178436,0.86359828710556,0.000965000013820827,340,26227.646484375,2,-0.876220808594867,0.481909840722679,"no",2,"2L","SH5b","SH",2,0,0.5,13,3,2.5,4,4,43,200,25,9.43,377.19,0,0,0
88,5014856,499185,2005,"yes",15,86,135.856541985,175.846527099609,0.865558624267578,2.08422470092773,49287.8125,54844.8125,0.682788372039795,3.26453280448914,0.00222699996083975,599,26457.552734375,3,-0.465219817056065,0.885195188542234,"no",5,"5","SH5a","SH",1,0,0.5,15,4,3,4,4,52,200,25,4.92,196.79,0,0,0
89,5014707,499224,NA,"no",0,87,154.019479288,170.933471679688,-3.09403228759766,-1.51414108276367,49501.625,54689.5703125,0.682775914669037,0.088449090719223,0.000134999994770624,0,26509.59765625,3,-0.17863797571012,-0.983914871131741,"no",14,"14","WC11","WC",0,0,0,84,7,1.5,7,1,0,0,NA,14.45,578.08,64,0,0
90,5016626,498717,NA,"no",0,87,1830.82604307,177.89958190918,-0.0851593017578125,-0.289608001708984,47041.65625,56676.12890625,0.708422005176544,1.23891472816467,0.000174000000697561,72,26998.50390625,3,0.313543161750409,-0.949573949579261,"no",6,"6","WC2","WC",1,0,0,17,5,2.5,5,2,0,200,22,17.94,717.48,0,0,0
91,5019476,493401,2003,"yes",17,152,4255.07755511,158.152496337891,5.67704391479492,7.09657287597656,39009.63671875,60777.08203125,0.676224231719971,2.35783815383911,0.00332799996249378,631,27749.904296875,2.56785035133362,0.941710648175516,-0.336423921730976,"no",2,"2L","IH7","IH",2,0,0,8,3,3,3,5,200,200,38,19.51,780.44,0,0,0
92,5014953,488443,2017,"yes",3,183,2452.55479042,129.818313598633,4.89113235473633,0.362018585205078,34714.5234375,57491.80078125,0.674636900424957,2.07559323310852,0.00881499983370304,749,25326.0078125,3,0.980373500119633,-0.197149182760618,"no",2,"2L","TH8","TH",2,0,2,7,2.5,3,2.5,4,200,200,80,2.31,92.2,0,0,0
93,5014547,492155,2002,"yes",18,93,545.721540715,160.765838623047,0.508228302001953,7.82849502563477,41450.19921875,56467.9375,0.693517029285431,0.448021203279495,0.000130999993416481,85,25523.2421875,3,-0.964261863404301,-0.264951049788572,"no",2,"2L","MW1","MW",2,0,2,15,3,3.5,3.5,5,200,200,45,13.93,557.22,0,0,0
94,5014263,492621,2002,"yes",18,92,545.721540715,145.840469360352,-0.180980682373047,-0.624130249023438,42311.87890625,56040.5625,0.668355047702789,1.50726437568665,0.000589000002946705,208,25828.650390625,3,-0.156530604437904,0.987673108813996,"no",6,"6","SH5b","SH",1,0,0,7,5,3,5,2,9,200,27,14.42,576.63,0,0,0
95,5014805,491628,2015,"yes",5,92,586.764859207,165.696441650391,1.77661895751953,9.22417068481445,40642.515625,56879.89453125,0.717855930328369,1.49499297142029,0.000274999998509884,178,25662.484375,2,-0.874912374984633,-0.484281257224301,"no",2,"2L","TH2","TH",2,0,0.5,8,3.5,3,3.5,5,30,200,50,2.2,88.19,0,0,0
96,5012088,494615,NA,"no",0,96,191.817621714,155.034225463867,5.94174575805664,36.7001113891602,50033.28125,53357.1484375,0.674161672592163,1.26631987094879,0.00120699999388307,910,26873.947265625,2,0.97049370871654,-0.241126442642892,"no",5,"5","TH8","TH",1,0,0.5,6,4,3,4,4,34,200,24,9.6,383.93,0,0,0
97,5012243,494502,2003,"yes",17,97,150,136.304061889648,-0.387825012207031,19.7384357452393,49699.39453125,53533.3984375,0.585665106773376,3.53232169151306,-0.0046700001694262,743,24975.525390625,3,0.865785386571375,0.500415491766047,"no",6,"6","WC9","WC",1,0,2,7,5,5,5,2,6,200,17,7.79,311.59,0,0,0
98,5012363,494412,2003,"yes",17,96,150,126.845825195312,8.07863998413086,11.4973907470703,49022.51953125,53675.05078125,0.633749902248383,3.81365203857422,0.00121599994599819,1372,25334.33984375,3,0.996840215530076,-0.0794328943319617,"no",5,"5","IH7","IH",1,0,0.5,5,4,4,4,4,45,200,85,9.32,372.63,0,0,0
99,5018058,470664,NA,"no",0,102,259.624729177,132.00439453125,1.79890441894531,17.2830047607422,10068.1015625,63001.4453125,0.643887996673584,2.83076643943787,7.50000035623088e-05,766,28096.548828125,3,-0.0519226637136067,0.99865110874263,"no",11,"11","TH9","TH",1,0,0.5,7,4,5,4.5,5,32,200,16,7.35,294.1,0,4,4
100,5018550,470087,2017,"yes",3,100,236.579796263,91.6905212402344,-0.549081802368164,-12.2803001403809,7296.32470703125,63629.80078125,0.697683036327362,0.83398449420929,0.000835000013466924,107,27274.91015625,3,0.40094011692632,-0.916104264065564,"no",2,"2","SH5","SH",3,0,0,17,2.5,2,3,6,200,200,42,11.89,475.59,0,0,0
101,5018317,470046,2004,"yes",16,101,94.6678403683,91.4960556030273,-1.76218032836914,-14.6363086700439,7589.740234375,63419.55078125,0.684415280818939,0.638253629207611,-0.000930999987758696,65,26624.61328125,3,0.84515918608401,-0.534514686587576,"no",7,"7","WC6","WC",1,0,0,16,6,2,6,2,9,19,55,6.24,249.73,0,0,0
102,5018268,470127,2004,"yes",16,100,94.6678403683,96.3979415893555,-1.59601211547852,-11.3946361541748,7773.96826171875,63349.53515625,0.721054136753082,1.93552160263062,0.000339999998686835,317,26544.978515625,3,0.345404869371548,-0.938453768821045,"no",2,"2","SH5","SH",3,0,0,21,3,3,4,4,200,200,45,26.44,1057.77,0,0,0
103,5018199,470446,NA,"no",0,104,131.726990401,130.897430419922,4.75179862976074,19.1135768890381,9670.9765625,63195.28125,0.704297125339508,2.03542804718018,-0.000531999976374209,388,26843.029296875,3,0.682379240122832,-0.730998339703577,"no",9,"9","TH8","TH",2,0,2,5,4,4,4,4,20,200,30,3.45,137.85,0,11,11
104,5018159,470232,NA,"no",0,104,145.725769856,107.673248291016,-4.75545310974121,-2.76863670349121,8894.607421875,63213.671875,0.749519169330597,3.8650918006897,-0.00237499992363155,447,26243.21875,3,0.441398511335257,-0.897311180244078,"no",9,"9","TH3","TH",2,0,2,6,5,5,5,2,12,200,20,7.57,302.84,0,12,12
105,5018265,470332,NA,"no",0,102,131.726990401,116.038093566895,1.74210357666016,5.86689376831055,8967.0244140625,63282.75,0.735702753067017,3.22434306144714,-0.00103899999521673,481,26119.470703125,3,0.514747219786795,-0.85734199694274,"no",2,"2L","TH8","TH",2,0,0.5,7,4,4,4,4,36,200,19,5.01,200.44,0,0,0
106,4968715,421414,2002,"yes",18,108,250.92229873,142.588897705078,-0.694797515869141,-9.24161911010742,23205.365234375,30099.884765625,0.660755574703217,3.29832553863525,0.00119700003415346,138,29495.466796875,3,0.963069807647098,-0.269251825617918,"no",2,"2B","SH5","SH",3,0,9,20,4,2.5,4,2,30,200,45,4.82,192.69,0,0,0
107,4968404,420843,NA,"no",0,107,390.243513719,164.585403442383,3.98720932006836,8.04039764404297,23381.044921875,29868.232421875,0.694617807865143,2.34744620323181,0.0032540000975132,1048,29186.208984375,3,-0.596538778025636,0.802584254961235,"no",2,"2LB","TH8","TH",3,0,9,9,2,2.5,2,4,200,200,100,4.51,180.39,0,0,0
108,4968557,421202,2002,"yes",18,108,132.280006048,164.020843505859,11.671516418457,10.5379676818848,23585.513671875,29977.62890625,0.641706883907318,2.47100591659546,0.00985500030219555,843,30043.0234375,3,0.849947689864288,0.526867084276822,"no",2,"2B","SH5","SH",3,17,9,13,2,2,2,2,200,200,45,NA,NA,0,0,0
109,4968684,421165,2002,"yes",18,107,132.280006048,147.395263671875,0.195453643798828,-5.83028411865234,23090.8125,30101.82421875,0.649820327758789,3.08930134773254,-0.000607999972999096,708,30253.06640625,3,0.985611839911427,-0.169024557465512,"no",2,"2B","MW2","MW",3,0,9,19,3,2,4,2,200,200,55,5.55,222.03,0,0,0
110,4967328,421658,2001,"yes",19,174,255,137.395874023438,-1.75167846679688,-12.7516708374023,25965.552734375,28700.951171875,0.694319665431976,0.635793924331665,0.000719000003300607,158,28729.59765625,3,-0.799764026642359,-0.600314502314245,"no",3,"3B","SH5","SH",3,0,9,16,4,2,4.5,4,22,200,70,7.68,307.13,0,0,0
111,4968504,420445,NA,"no",0,106,410.370564247,146.889312744141,-2.96768569946289,-10.1525688171387,22677.513671875,30026.705078125,0.683409452438354,0.418481409549713,-0.000967999978456646,5,28632.921875,3,0.29688643686921,-0.954912793716319,"no",14,"14","WC2","WC",0,0,0,102,7,3,7,6,0,0,NA,9.12,364.89,66,NA,NA
112,5014622,475134,2002,"yes",18,113,520.212456598,114.873741149902,-0.0450954437255859,6.96011161804199,17370.3984375,58592.296875,0.667982041835785,0.84040242433548,0.000245000002905726,104,26195.630859375,3,0.0836558696740166,0.996494704185167,"no",7,"7","WC5","WC",1,0,0,11,6,3,6,4,0,10,20,4.37,174.93,0,0,0
113,5014325,474670,2004,"yes",16,113,38.6264158317,103.099296569824,-5.72576522827148,-7.26552200317383,17333.267578125,58398.05859375,0.602880656719208,3.84509229660034,-0.00774799985811114,25,26345.29296875,3,0.95836956012426,0.285530709779584,"yes",10,"10","WD3","WD",2,0,0,NA,6,4,6,1,14,14,30,29.78,1191.34,0,14,14
114,5014361,474684,2004,"yes",16,112,38.6264158317,105.312965393066,-3.79278564453125,-5.4892635345459,17298.240234375,58434.8984375,0.795920252799988,4.25223827362061,-0.000831999990623444,398,26342.38671875,3,-0.986334787079404,-0.164753415130086,"no",3,"3L","MW4","MW",2,0,0.5,10,4,3,4,4,24,200,95,25.36,1014.4,0,0,0
115,5014469,474250,2006,"yes",14,112,444,124.308280944824,4.5711727142334,12.1968688964844,16805.0234375,58637.60546875,0.665219962596893,0.512814223766327,0.000262999994447455,406,26816.373046875,3,0.700035538718566,0.714108006208449,"no",6,"6","MW2","MW",1,0,0.5,7,3.5,2.5,4,4,18,200,37,10.01,400.24,0,0,0
116,5018254,474497,2006,"yes",14,116,136.20939762,127.565856933594,3.2465763092041,4.92761611938477,12803.0517578125,62275.84765625,0.66966187953949,0.442463219165802,0.000598000013269484,403,25934.416015625,3,0.560250785513921,0.828323039237129,"no",6,"6","SH5","SH",1,0,0,10,4,2,4.5,4,15,200,30,5.94,237.79,0,0,0
117,5018146,474414,2006,"yes",14,117,41.7252920901,123.43620300293,-1.63942527770996,-1.8701229095459,12847.3271484375,62194.77734375,0.703174531459808,0.882477700710297,-0.00120599998626858,73,25990.958984375,3,-0.839762090553054,-0.542954538861188,"no",7,"7","WC5","WC",1,0,0,17,5,2,6,2,0,23,22,3.79,151.42,0,0,0
118,5018117,474384,NA,"no",0,116,41.7252920901,122.99235534668,-2.43835639953613,-3.23981857299805,12851.640625,62171.75,0.677941203117371,0.161348581314087,-0.000395000010030344,6,26177.611328125,3,0.710897475590772,0.703295655609124,"yes",14,"14","WM2","WM",0,0,0,99,7,4,7,NA,0,0,NA,13.22,528.88,83,NA,NA
119,5017961,474896,2004,"yes",16,119,83.7376856618,116.271049499512,-1.00998687744141,1.05003547668457,13507.83984375,61909.7890625,0.628654479980469,1.60460698604584,-0.000132999994093552,247,27634.908203125,3,0.739531486504552,0.673121965522124,"no",6,"6","TH4","TH",1,0,0,11,5,4,5,2,6,200,10,17.42,696.98,0,0,0
120,5018015,474832,2004,"yes",16,118,83.7376856618,117.68408203125,-1.36935997009277,1.13069725036621,13353.533203125,61970.9453125,0.647877871990204,1.29810094833374,0.000146999998833053,122,27370.275390625,3,0.429554892093707,0.903040749179329,"no",7,"7","WC5","WC",1,0,0.5,10,5,3,6,4,31,7,25,21.93,877.37,0,0,0
121,5017869,475201,2004,"yes",16,118,318.573382441,106.078048706055,-0.222139358520508,-0.123422622680664,14381.37109375,61759.38671875,0.635963439941406,1.39496791362762,3.40000005962793e-05,769,27059.76171875,3,0.661979592766693,0.749521860095117,"no",12,"12","IH3","IH",1,0,0.5,8,4,3.5,5,4,10,200,75,14.34,573.71,0,4,4
122,5017854,474662,NA,"no",0,122,120.241423811,135.55354309082,4.52016448974609,13.9385643005371,13569.2587890625,61849.26953125,0.617988586425781,1.98273897171021,0.000569999974686652,1175,27579.609375,3,0.746896197338511,0.664940651788769,"no",6,"6C","TH8","TH",2,0,0,9,3.5,3.5,4,4,25,200,47,2.05,82,0,0,0
123,5017941,474745,2004,"yes",16,119,114.214710086,124.886528015137,-0.212490081787109,5.7453498840332,13290.22265625,61920.83984375,0.633497655391693,1.57382786273956,-0.000985000049695373,521,27738.806640625,3,0.642420164821257,0.766352615857106,"no",6,"6","MW1","MW",1,0,0.5,8,4,3.5,4.5,3,12,200,35,20.91,836.38,0,0,0
124,5000258,481444,2007,"yes",13,124,70.6611633077,79.4852142333984,2.24126052856445,11.3353176116943,42201.265625,43323.0546875,0.673659324645996,0.64454859495163,0.000732999993488193,199,27092.119140625,3,0.996367428200303,-0.0851583702375398,"no",6,"6","SP4a","SP",1,0,0,9,4,2,5,1,4,200,19,NA,NA,0,0,0
125,5000195,481476,NA,"no",0,123,70.6611633077,78.3360900878906,-0.449094772338867,9.30145454406738,42318.81640625,43249.26171875,0.684809327125549,0.19696894288063,-0.000510999991092831,56,27286.482421875,3,-0.991446182249691,0.130516158779333,"no",7,"7","WC2","WC",1,0,0,25,6.5,2,6.5,1,0,0,2,9.74,389.49,0,0,0
126,4999657,480193,2020,"yes",0,123,1387.87679568,71.9071273803711,1.78643035888672,14.6931705474854,41196.59765625,42940.203125,0.687644958496094,2.35537505149841,-0.000666000007186085,422,28327.4609375,2.66926598548889,0.857556050272155,-0.514390533195958,"no",6,"6","IH2a","IH",1,0,0.5,11,4,3,4.5,4,10,200,15,0.4,16.04,0,0,0
127,4997952,488380,2004,"yes",16,127,1312.74559607,50.4488716125488,1.383957862854,-5.75786590576172,52229.5078125,40491.7265625,0.708238124847412,1.17316496372223,0.00192800001241267,340,28044.685546875,3,-0.956681284990872,-0.291137285396794,"no",1,"1","SP1","SP",4,0,0,6,1.5,1,2,2,200,200,100,3.07,123,0,0,0
128,4997422,487179,2004,"yes",16,126,1312.74559607,52.4336891174316,-0.611137390136719,-9.10305976867676,51257.0625,39972.6953125,0.67978423833847,0.740638077259064,0.000503999995999038,16,27160.7421875,3,0.944290086527255,-0.329114315225498,"no",3,"3C","SP7","SP",4,0,0,15,5.5,1.5,5,4,22,34,65,5.53,221.39,0,0,0
129,4965335,436581,NA,"no",0,129,120.154067763,122.918647766113,-0.438638687133789,-0.186185836791992,26021.212890625,28863.6328125,0.654385983943939,1.94522309303284,-0.00125199998728931,414,30109.70703125,3,0.00196860740625595,0.999998062290563,"no",16,"16L","SH5b","SH",2,0,2,19,6,2,4,4,0,200,50,7.48,299.29,0,0,0
130,4965381,436470,NA,"no",0,128,120.154067763,128.477783203125,2.73866271972656,4.51115989685059,26059.708984375,28866.14453125,0.672336101531982,0.854460537433624,0.000560000014957041,399,29768.90234375,3,-0.0453569755802455,0.998970842800836,"no",2,"2L","SH5","SH",2,0,2,17,3,2,3,6,200,200,65,5.94,237.79,0,0,0
131,4967818,434737,2010,"yes",10,131,70.9365914039,157.843170166016,12.6071472167969,11.6738128662109,29827.85546875,30533.765625,0.65370911359787,2.43372750282288,0.00563000002875924,1475,28040.705078125,3,0.995086255594603,0.0990118373060156,"no",2,"2LB","OW2","OW",3,37,9,9,2,2,2.5,1,200,200,65,7.79,311.59,0,0,0
132,4967864,434683,2010,"yes",10,130,70.9365914039,147.339080810547,1.17917633056641,0.811767578125,29900.7265625,30556.07421875,0.729256391525269,2.62844395637512,-0.00676799984648824,447,28054.9375,3,0.0782116518381492,-0.996936777091079,"no",4,"4","WC1","WC",3,0,2,21,6,2,6,2,0,18,17,11.2,447.98,0,0,0
133,4968028,434832,NA,"no",0,131,221.578428553,138.897171020508,-1.97891616821289,-8.54218292236328,29636.068359375,30764.5703125,0.723161518573761,2.4472291469574,-0.00984600000083447,27,28613.7265625,3,0.184937717597592,-0.982750243250946,"yes",14,"14","WC11","WC",0,0,0,41,7,1,7,NA,0,0,NA,10.86,434.59,40,NA,NA
134,5001664,458301,2015,"yes",5,142,1054.1427797,124.650970458984,0.515335083007812,4.06556129455566,31001.306640625,52841.33984375,0.652803838253021,2.00947952270508,0.000583000015467405,394,26869.798828125,3,-0.00432868851753519,0.999990631183972,"no",9,"9","TH3","TH",2,0,0,9,4,3.5,5,4,16,200,8,7.86,314.6,0,7,7
135,5000815,459300,2004,"yes",16,142,954.310746036,122.937622070312,0.841754913330078,2.2808952331543,31435.427734375,51648.64453125,0.681603968143463,0.498871862888336,-0.000460000010207295,131,26243.544921875,3,0.89013291453192,-0.455700992391841,"no",3,"3","SH5a","SH",3,0,0,18,4,2,5,2,11,200,22,13.32,532.62,0,0,0
136,4984892,423781,NA,"no",0,137,688.930330295,31.0707321166992,-6.2922306060791,-17.5263938903809,7170.62548828125,46071.6171875,0.687665402889252,0.534687578678131,0.000937999982852489,24,27650.013671875,4,-0.782550625881277,0.62258695612165,"yes",14,"14","WC9","WC",0,0,0,60,6.5,4,7,NA,0,60,37,17.59,703.72,40,0,0
137,4984187,423276,NA,"no",0,137,469.813792901,26.2390174865723,-2.64586782455444,-17.8435974121094,6765.30078125,45389.62890625,0.673641383647919,0.959892809391022,0.00410499982535839,138,28994.318359375,3.35429334640503,0.70440659701403,0.709796693485616,"no",8,"8C","FP1","FP",4,0,0,3,3,4.5,3,1,200,200,100,60.33,2413.01,0,20,20
138,4984637,423141,NA,"no",0,136,469.813792901,46.7336463928223,1.80812454223633,-0.517054557800293,6175.24658203125,45844.640625,0.694690465927124,1.8643627166748,0.00375199993140996,249,28891.021484375,3,-0.673867567869832,0.738852150956602,"no",5,"5","SH1","SH",1,0,0,7,4,3,4,4,51,200,17,0.1,4.1,0,0,0
139,4981593,418347,NA,"no",0,139,248.718716626,17.7178134918213,7.2924542427063,-1.46537828445435,272.167572021484,43284.03515625,0.579117655754089,3.77327108383179,0.00737700005993247,1190,29688.560546875,3,0.58606190391216,0.810266280171435,"no",8,"8","KA3","KA",2,0,0.5,1,2,4,2.5,1,200,200,77,9.73,389.12,0,9,9
140,4981487,418572,NA,"no",0,138,248.718716626,12.0468482971191,-9.58039855957031,-9.79330253601074,563.51953125,43149.85546875,0.490604162216187,6.76039791107178,0.0107429996132851,471,29132.203125,4,0.780634709415808,0.624987560240439,"no",2,"2L","MW3","MW",2,0,0,2,3,4,3,1,200,200,17,3.32,132.65,0,1,1
141,4963518,438571,NA,"no",0,141,161.987653851,109.378692626953,-2.73872947692871,-3.35351753234863,24669.5703125,28099.34765625,0.68149209022522,0.173778936266899,-0.000411999993957579,12,31310.9453125,3,-0.46915526511503,0.883115698657229,"yes",14,"14","WC1","WC",0,0,0,112,7,2,7,NA,0,0,NA,5.43,217.29,49,NA,NA
142,4963382,438483,NA,"no",0,140,161.987653851,122.002410888672,3.42230033874512,9.31069946289062,25250.900390625,27933.359375,0.589833438396454,3.85502767562866,-0.000384000013582408,1347,30250.625,3,0.312327278117746,0.949974563524498,"no",2,"2L","IH7","IH",2,0,0.5,12,4,3,4,1,39,200,45,1.5,60.13,0,0,0
143,5001768,459350,NA,"no",0,134,954.310746036,109.80101776123,1.21522521972656,1.031494140625,29991.728515625,52502.06640625,0.671004295349121,0.71454268693924,0.00064300000667572,347,27525.625,3,0.999428568574759,0.0338014247718814,"no",6,"6","SP7","SP",1,0,0,13,6,1.5,5,1,25,13,12,1.64,65.6,0,0,0
